"tipo_elem";"distrito";"id";"cod_cent";"nombre";"utm_x";"utm_y";"longitud";"latitud"
"URB";6;3733;"31045";"DR.FEDERICO RUBIO Y GALI S-N(ACUEDUCTO-JERSNIMA LLORENTE)";439839.753445389;4478071.84533384;-3.70947317565202;40.4511298814983
"URB";9;9960;"31046";"(TACTICO) VALLS FERRERA N-S";439350.763441275;4478419.04664725;-3.71527260202389;40.4542220723405
"URB";6;3639;"31048";"OFELIA NIETO S-N(FRANCOS RODRIGUEZ-VILLAAMIL)";439862.772612851;4479128.7003273;-3.70930184278286;40.4606521189825
"URB";6;3734;"31049";"VILLAAMIL S-N(BUSTILLO -ISLA GOMERA)";439968.554971869;4479159.3424679;-3.70805715808667;40.4609358044487
"URB";6;4529;"31050";"OFELIA NIETO S-N(VILAAMIL-P: DIRECCISN)";439981.635980353;4479343.74623303;-3.70792032056565;40.4625979309283
"URB";6;3735;"31051";"VILLAAMIL S-N(OFELIA NIETO-SANCHEZ PRECIADO)";439932.229198141;4479348.42559424;-3.70850347726333;40.4626365141069
"URB";9;4530;"31052";"VILLAAMIL N-S(SANCHEZ PRECIADO-OFELIA NIETO)";439879.540824152;4479438.95801574;-3.70913347173609;40.4634482546019
"URB";6;4531;"31053";"VILLAAMIL S-N(SAN RESTITUTO-CAMINO CHORIILLO)";439835.356234568;4479580.13038038;-3.70966798491174;40.4647167913687
"URB";9;4532;"31054";"VILLAAMIL N-S(CAMINO CHORRILLO-SAN RESTITUTO)";439792.348017755;4479633.08767321;-3.71018027314925;40.4651907353772
"URB";6;4533;"31055";"CAMINO CHORRILLO N-S (GTA. PIEDRAFITA CEBREROS-VILLAAMIL)";439747.06529936;4479797.75025494;-3.71073000318783;40.4666707957907
"URB";9;4534;"31056";"VILLAAMIL O-E (LATERAL TZNEL SOR ANGELA DE LA CRUZ)";439707.79744193;4479738.43146974;-3.71118752751357;40.4661335807807
"URB";6;4535;"31057";"OFELIA NIETO N-S(P: DIRECCISN-VILLAAMIL)";440006.936371246;4479393.79074986;-3.70762665338513;40.4630505787054
"URB";6;4536;"31058";"P: DIRECCISN E-O(ISLA GOMERA-OFELIA NIETO)";440070.89504032;4479355.92725489;-3.70686873079297;40.4627141051375
"URB";9;4537;"31059";"DR.FEDERICO RUBIO Y GALI S-N(MOGUER-FRANCOS RODRIGUEZ)";439488.263364306;4478673.84501914;-3.71367538916545;40.4565274180994
"URB";9;3595;"31060";"DR.FEDERICO RUBIO Y GALI N-S(MOGUER-FCO.DE DIEGO)";439445.745771835;4478622.78372827;-3.71417193410694;40.4560643412261
"URB";6;4538;"31062";"NUMANCIA N-S(LEQADORES-PABLO IGLESIAS)";439623.304302801;4478492.27590363;-3.71206556524109;40.4549015936656
"URB";6;4539;"31063";"NUMANCIA S-N(LEQADORES-FRANCOS RODRIGUEZ)";439769.057887952;4478626.98665582;-3.71035949496628;40.4561256973222
"URB";6;3767;"31064";"Lope de Haro E-O(Berruguete-Francos Rodriguez)";440279.238008846;4478691.46818515;-3.70434896581793;40.4567433913028
"URB";6;4540;"31065";"(AFOROS) FRANCOS RODRIGUEZ E-O(LORENZANA-P: DIRECCISN)";439888.612072442;4478717.58091432;-3.7089581622467;40.4569504624685
"URB";9;3708;"31066";"(TACTICO) PIRINEOS S-N (M* AUXILIADORA -FRANCOS RODRIGUEZ)";439295.33297668;4478888.62555942;-3.71597118108744;40.4584481734669
"URB";6;10218;"31070";"JERONIMA LLORENTE E-O (ANTURIO -PAMPLONA)";440155.882483637;4478573.02051724;-3.7057925552017;40.4556674930261
"URB";6;10219;"31071";"JERONIMA LLORENTE O-E (WAD-RAS -PAMPLONA)";440075.699941257;4478475.90594346;-3.70672898128702;40.4547868680136
"URB";6;10220;"31072";"PAMPLONA S-N (FERNANDO OSSORIO -JERONIMA LLORENTE)";440173.152734275;4478466.17263103;-3.70557881821782;40.4547062071248
"URB";6;10221;"31073";"PAMPLONA N-S(FRANCOS RODRIGUEZ -JERONIMA LLORENTE)";440077.772061564;4478562.00656456;-3.70671267178153;40.4555626467102
"URB";6;3413;"31074";"AV.FEDERICO RUBIO N-S (ARANJUEZ - ALMANSA)";439838.74150726;4477984.53992777;-3.70947683719569;40.4503433256353
"URB";6;3412;"31075";"AV.FEDERICO RUBIO S-N (PABLO IGLESIAS  - ALMANSA)";439935.019118787;4477781.2071253;-3.70832229358804;40.4485185826744
"URB";9;10212;"31076";"AV.PABLO IGLESIAS N-S (JUAN XXIII - ALMANSA)";439764.798742681;4477955.02788559;-3.71034597529703;40.4500721142718
"URB";9;9914;"31077";"ALMANSA O-E (VASCOS-PABLO IGLESIAS)";439695.762804258;4477897.63977891;-3.71115459807246;40.4495501335168
"URB";9;10195;"31078";"(TACTICO)JUAN XXIII O-E (OLIMPIADA -PABLO IGLESIAS)";439693.228812451;4478052.48712654;-3.71119918426305;40.4509448771999
"URB";6;6983;"31079";"AV. PABLO IGLESIAS S-N (JUAN MONTALVO-VIVERO)";439885.51439443;4477740.28827549;-3.70890216739658;40.4481463904042
"URB";9;10012;"31401";"(TACTICO) Salida Clinica Lopez Ibor";438589.960882037;4479957.51641456;-3.72439338349661;40.4680252986047
"URB";6;10153;"32001";"PSO. DIRECCION N-S (ALBERDI - CAPITAN BLANCO ARGIBAY)";439999.893880628;4480030.1093442;-3.70776988450559;40.4687822740471
"URB";6;4543;"32002";"PSO. DIRECCION S-N (ALBERDI - CAPITAN BLANCO ARGIBAY)";439963.970869351;4479897.88019108;-3.70818109437612;40.4675885078806
"URB";6;10154;"32003";"CAPITAN BLANCO ARGIBAY O-E (SINESIO DELGADO - PSO. DIRECCION)";439918.940548866;4479972.4703683;-3.70871929399442;40.4682571891734
"URB";6;4545;"32004";"(MICRO) CAPITAN BLANCO ARGIBAY O-E(P: DIRECCISN-P.CEBRERO)";439756.303279783;4480157.24608054;-3.71065517781777;40.4699099397398
"URB";8;4546;"32005";"(AFOROS) SINESIO DELGADO E-O(RIBADAVIA-P.CEBRERO)";439806.736447694;4480321.88889627;-3.71007591672326;40.4713967599911
"URB";8;4548;"32006";"AV. BETANZOS N-S (CELANOVA-PIEDRAFITA CEBRERO)";439588.459549828;4480327.68698465;-3.71265120569911;40.4714331447222
"URB";8;4549;"32007";"AV. BETANZOS S-N(RIBADAVIA-CHANTADA)";439628.174752984;4480441.98148991;-3.71219361328428;40.4724656392755
"URB";8;4550;"32008";"CHANTADA E-O(RIBADAVIA-AV. BETANZOS)";439713.540866086;4480497.12121967;-3.7111918816917;40.4729685587571
"URB";8;4551;"32009";"AV. BETANZOS N-S(CHANTADA-MELCHOR FERNANDEZ ALMAGRO)";439686.622286644;4480605.12257411;-3.71151968335281;40.4739395203613
"URB";8;4552;"32010";"AV. BETANZOS N-S(MELCHOR FERNANDEZ ALMAGRO-CHANTADA)";439680.905931297;4480613.11063627;-3.71158787419279;40.474011064621
"URB";8;4553;"32011";"MELCHOR FERNANDEZ ALMAGRO E-O(FERROL-AV. BETANZOS)";439841.411697538;4480787.48846523;-3.70971105633761;40.4755935656985
"URB";8;4554;"32012";"RIBADAVIA E-O(CHANTADA-AV. BETANZOS)";439730.169156693;4480416.48746317;-3.71098807261568;40.4722433868347
"URB";8;9882;"32014";"RIBADAVIA N-S(COLEGIO GARCMA LORCA-SINESIO DELGADO)";440274.201006031;4480474.04224325;-3.70457614727137;40.4728011599444
"URB";8;4556;"32015";"LA BAQEZA O-E(CAMINO GANAPANES-AV. BETANZOS)";439593.796016424;4480884.11482743;-3.71264125105719;40.47644603765
"URB";8;3408;"32016";"AV. BETANZOS N-S(LA BAQEZA-MELCHOR FERNANDEZ ALMAGRO)";439679.945398523;4480857.07744276;-3.71162240790075;40.4762087368127
"URB";8;4557;"32017";"AV. BETANZOS S-N(MELCHOR FERNANDEZ ALMAGRO-LA BAQEZA)";439701.582651473;4480803.13061649;-3.71136203318915;40.4757243354542
"URB";8;4558;"32018";"FINISTERRE E-O(SINESIO DELGADO-VILLA MARIN)";440712.420627571;4480726.91359157;-3.69943054106199;40.4751105195938
"URB";8;4559;"32019";"VILLA MARIN E-O(MELCHOR FERNANDEZ ALMAGRO-FINISTERRE)";440700.726966062;4480828.7725771;-3.69957800822366;40.4760272699348
"URB";8;3829;"32020";"SINESIO DELGADO E-O(FINISTERRE -GINZO DE LIMIA)";440654.561133361;4480713.49994769;-3.70011182065934;40.474985551914
"URB";8;4560;"32021";"VILLA MARIN E-O(FINISTERRE-GINZO DE LIMIA)";440607.0995923;4480750.88493458;-3.7006751966312;40.4753189375536
"URB";8;4561;"32022";"FINISTERRE N-S(VILLA MARIN-MELCHOR FERNANDEZ ALMAGRO)";440570.950726292;4480868.18772945;-3.70111261694707;40.4763730602421
"URB";8;4562;"32023";"FINISTERRE N-S(MELCHOR FERNANDEZ ALMAGRO-VILLA MARIN)";440561.212959753;4480873.39822935;-3.70122797817145;40.4764193015311
"URB";8;3824;"32024";"MELCHOR FERNANDEZ ALMAGRO E-O(FINISTERRE-GINZO DE LIMIA)";440494.275043077;4480965.73266599;-3.70202628466278;40.477246291731
"URB";8;3825;"32025";"RIBADAVIA E-O(SINESIO DELGADO-CHANTADA)";440208.416864634;4480469.91744372;-3.70535174816423;40.4727592691719
"URB";6;4563;"32026";"(AFOROS) SINESIO DELGADO O-E(RIBADAVIA-AV. ASTURIAS)";440396.570599884;4480466.34199632;-3.70313195152711;40.4727405834941
"URB";8;4564;"32027";"GINZO DE LIMIA N-S(MELCHOR FERNANDEZ ALMAGRO-FERROL)";440408.325077928;4480796.51657405;-3.70302431731683;40.4757157658872
"URB";8;3596;"32028";"GINZO DE LIMIA S-N(VILLA MARIN-MELCHOR FERNANDEZ ALMAGRO)";440411.738939707;4480846.91480833;-3.70298878094559;40.476170017289
"URB";8;4565;"32029";"MELCHOR FERNANDEZ ALMAGRO O-E(GINZO DE LIMIA-FINISTERRE)";440427.642984057;4480943.07934757;-3.70281020066028;40.4770374449225
"URB";8;4566;"32030";"GINZO DE LIMIA N-S(MONFORTE LEMOS-MELCHOR FERNANDEZ ALMAGRO)";440346.744382272;4481028.84566659;-3.7037726086415;40.4778042530842
"URB";8;4567;"32031";"MELCHOR FERNANDEZ ALMAGRO O-E(FERROL-GINZO DE LIMIA)";440223.433237466;4480889.98024634;-3.70521420542832;40.4765444344675
"URB";8;4568;"32032";"MELCHOR FERNANDEZ ALMAGRO E-O(GINZO DE LIMIA-FERROL)";440231.718760577;4480896.67224805;-3.70511709465746;40.476605314867
"URB";8;4569;"32033";"MELCHOR FERNANDEZ ALMAGRO O-E(AV. BETANZOS-FERROL)";439956.329403021;4480818.62686458;-3.70835838004552;40.4758823881637
"URB";6;3588;"32034";"CAMINO CHORRILLO S-N(ENTRADA A PIEDRAFITA CEBRERO)";439608.299466471;4480116.38113921;-3.71239706319455;40.4695310661394
"URB";6;3589;"32035";"SINESIO DELGADO O-E(A.MACHADO-PIEDRAFITA CEBRERO)";439575.23743818;4480088.07424558;-3.71278434721533;40.4692736628222
"URB";8;4570;"32036";"AV. BETANZOS S-N(PIEDRAFITA DEL CEBRERO-RIBADAVIA)";439637.427589454;4480340.73444732;-3.71207483289218;40.4715542410899
"URB";6;10165;"32037";"PSO. DIRECCION O-E (CAPITAN BLANCO ARGIBAY - ALBERDI)";440044.972284753;4480121.41104605;-3.70724679999843;40.4696080093922
"URB";6;10166;"32038";"PSO. DIRECCION E-O (AV. ASTURIAS - REYES AIZQUIBEL)";440346.260063842;4480184.90074411;-3.70369894757525;40.4702016403101
"URB";8;3737;"32039";"(TACTICO) SALIDA APARCAMIENTO PZBLICO HOSPITAL CARLOS III";440874.937839261;4480694.88767891;-3.69751043396375;40.4748336032002
"URB";8;4572;"32040";"(TACTICO) SALIDA APARCAMIENTO MIDICOS HOSPITAL CARLOS III";440887.825589137;4480695.04861911;-3.69735842023522;40.4748359703894
"URB";8;4573;"32041";"(TACTICO) SALIDA APARCAMIENTO GENERAL HOSPITAL CARLOS III";440879.622623788;4480684.05413729;-3.69745416064644;40.4747363439001
"URB";6;4574;"32042";"AV. ASTURIAS S-N(P: DIRECCISN-SINESIO DELGADO)";440600.136945329;4480498.29851046;-3.70073367584415;40.4730430432938
"URB";6;4575;"32043";"AV. ASTURIAS O-E(P: DIRECCISN-ROSARIO ROMERO)";440737.938166637;4480371.22681141;-3.69909629297111;40.4719081750772
"URB";6;4576;"32044";"AV. ASTURIAS O-E(SINESIO DELGADO -P: DIRECCISN)";440612.509599346;4480475.26384722;-3.70058557068989;40.4728364228298
"URB";6;3738;"32046";"AV. ASTURIAS E-O(CAQAVERAL-MONTOYA)";441041.496924738;4480094.76408098;-3.69548986031239;40.4694392901465
"URB";6;4577;"32047";"AV. ASTURIAS E-O(SOROLLA -P: DIRECCISN)";440894.446272494;4480236.10188888;-3.69723755470007;40.4707020676514
"URB";6;4578;"32048";"(AFOROS) AV. ASTURIAS O-E(MAGNOLIAS -CEDROS)";441277.629612023;4479885.54253867;-3.69268520608576;40.4675712625659
"URB";6;4579;"32049";"AV. ASTURIAS O-E(BASCONES -CAQAVERAL)";441104.175981167;4480019.12700748;-3.69474351174922;40.4687623669663
"URB";6;4580;"32050";"(TACTICO) MAGNOLIAS S-N (DELFMN-AV. ASTURIAS)";441242.681843676;4479871.55622469;-3.69309612379032;40.4674427969967
"URB";6;4581;"32051";"AV. ASTURIAS E-O(PL. CASTILLA-SAN AQUILINO)";441474.077531121;4479780.0778894;-3.69035835104357;40.4666350559939
"URB";6;4582;"32052";"(AFOROS) AV. ASTURIAS E-O(SAN AQUILINO -MAGNOLIAS)";441356.340799391;4479855.78640435;-3.69175404804728;40.4673087670876
"URB";6;7024;"32054";"(TACTICO) SINESIO DELGADO O-E (GIRO A HOSPITAL CARLOSIII)";440838.196057601;4480661.97278421;-3.69794078347303;40.4745344764792
"URB";8;9915;"32055";"SINESIO DELGADO E-O (SALIDA TZNEL-HOSPITAL CARLOS III)";440992.697979799;4480689.2852869;-3.69612076971783;40.4747915096168
"URB";6;9916;"32056";"SINESIO DELGADO O-E (HOSPITAL CARLOS III-ENTRADA TZNEL)";440991.650157525;4480682.67961206;-3.69613251564017;40.4747319286415
"URB";8;9919;"32057";"SINESIO DELGADO E-O(HOSPITAL CARLOS III-FINISTERRE)";440785.178595054;4480688.91849679;-3.69856871015637;40.4747734356828
"URB";6;9918;"32058";"SINESIO DELGADO O-E(FINISTERRE-HOSPITAL CARLOS III)";440771.84731628;4480684.67652653;-3.69872557460122;40.4747342717625
"URB";8;4585;"33001";"P: CASTELLANA N-S(M-30 -AV. MONFORTE DE  LEMOS)";441780.821978764;4480860.2991203;-3.68683945253448;40.4763876933192
"URB";5;4586;"33002";"DANIEL VAZQUEZ DMAZ E-O(MAURICIO LEGENDRE-P: CASTELLANA)";441913.089745804;4480690.31103784;-3.68526356350394;40.4748656320602
"URB";5;4587;"33003";"SALIDA TZNEL PIO XII E-O(MAURICIO LEGENDRE-P: CASTELLANA)";441890.518384418;4480687.8391433;-3.68552959806417;40.4748417852607
"URB";5;4588;"33004";"PADRE FCO. PALAU Y QUER O-E (CASTELLANA - MAURICIO LEGENDRE)";441869.525046053;4480612.58321666;-3.6857703465955;40.4741623795163
"URB";5;4589;"33005";"P: CASTELLANA S-N(JOSI VASCONCELOS-PADRE FCO.PALAU Y QUER)";441763.401036859;4480517.33924999;-3.68701347061398;40.4732969479509
"URB";8;4590;"33006";"SALIDA TZNEL N-S(P: CASTELLANA)A 90MTS";441752.376365754;4480701.42329925;-3.68716042454187;40.4749544800514
"URB";8;4591;"33007";"SALIDA TZNEL N-S(P: CASTELLANA)A 50MTS";441739.577286844;4480643.27048427;-3.68730606604881;40.4744297177874
"URB";8;4592;"33008";"AV. MONFORTE  LEMOS O-E(AV.MONFORTE DE LEMOS-MAGNOLIAS)";441501.416886807;4480819.83138121;-3.69013176869009;40.476003509441
"URB";8;4593;"33009";"AV.MONFORTE DE LEMOS E-O(P:CASTELLANA-AV.MONFORTE DE LEMOS)";441701.110167971;4480735.52380384;-3.68776831671496;40.4752580743258
"URB";6;4594;"33010";"SINESIO DELGADO O-E(SINESIO DELGADO-P: CASTELLANA)";441632.481608475;4480637.74388656;-3.68856889311424;40.4743724124972
"URB";6;4595;"33011";"SINESIO DELGADO O-E(CARLOS III-MAGNOLIAS)";441470.447022199;4480648.86585357;-3.69048133013057;40.4744612006514
"URB";8;4596;"33012";"SINESIO DELGADO E-O(CARLOS III-MAGNOLIAS)";441469.594637652;4480663.27250769;-3.69049271462961;40.474590921575
"URB";8;4597;"33013";"SINESIO DELGADO E-O(SALIDA TZNEL)";441465.15471304;4480657.19183478;-3.69054452834471;40.4745358314962
"URB";8;10032;"33014";"MONFORTE DE LEMOS O-E (PUENTECESURES - PEDRO RICO)";441256.722761176;4481178.14471425;-3.69305151728596;40.4792140661448
"URB";8;4598;"33015";"(TACTICO) ARZOBISPO MORCILLO E-O (P:CASTELLANA -ACC.TORRE )";441754.631128009;4481244.95313805;-3.6871837480363;40.479850976777
"URB";8;4599;"33016";"ARZOBISPO MORCILLO O-E(ACC.TORRES-P:CASTELLANA)";441755.760103618;4481230.36479562;-3.68716908916611;40.4797196382788
"URB";8;4600;"33017";"ARZOBISPO MORCILLO E-O(ACC.TORRES-PEDRO RICO)";441682.700198775;4481245.1834775;-3.68803235831855;40.4798480031983
"URB";8;4601;"33018";"ARZOBISPO MORCILLO E-O(TZNEL A 180M) (ACC.TORRES-PEDRO RICO)";441657.56732465;4481247.11654265;-3.68832903561914;40.479863651573
"URB";8;4602;"33019";"ARZOBISPO MORCILLO E-O(TZNEL A 80M)(ACC.TORRES-PEDRO RICO)";441616.566417974;4481264.30385851;-3.68881431722096;40.4800156000721
"URB";8;4603;"33020";"PEDRO RICO S-N(AV.MONFORTE DE LEMOS-ARZOBISPO MORCILLO)";441518.723091118;4481178.48027172;-3.6899606889723;40.4792355818338
"URB";8;4604;"33021";"PEDRO RICO N-S(ARZOBISO MORCILLO-AV. MONFORTE DE LEMOS)";441494.42400796;4481185.48791526;-3.69024799579346;40.4792969978521
"URB";8;4605;"33022";"AV.MONFORTE DE LEMOS E-O(P: CASTELLANA-PEDRO RICO)";441481.772782472;4480922.10693892;-3.69037293954799;40.4769234649978
"URB";8;4606;"33023";"AV.MONFORTE  LEMOS  E-O(TZNEL 80M)(P:CASTELLANA-PEDRO RICO) ";441489.629227169;4480924.98980748;-3.69028052494998;40.4769499886016
"URB";8;4607;"33024";"AV.MONFORTE DE LEMOS E-O(TZNEL  180M)(CASTELLANA-PEDRO RICO)";441510.554104836;4480868.09007234;-3.69002843133123;40.4764388868125
"URB";5;4608;"33025";"MAURICIO LEGENDRE N-S(M-30 -VIEJAS)";442092.763288417;4481384.75220664;-3.68320747398592;40.4811339929901
"URB";5;4609;"33026";"(TACTICO) SALIDA COCHER E-O(E.M.T.-MAURICIO LEGENDRE)";442103.361140438;4481283.62426266;-3.68307321147472;40.4802237299584
"URB";5;4610;"33027";"VIEJAS O-E(P:CASTELLANA-MAURICIO LEGENDRE)";441959.121413542;4481309.23959627;-3.6847772029268;40.4804444138367
"URB";5;4611;"33028";"MAURICIO LEGENDRE N-S(VIEJAS-MANUEL CALDEIRO)";442017.400416143;4480985.75463298;-3.68406008336388;40.4775343997562
"URB";5;4612;"33029";"(TACTICO) SALIDA E.M.T. E-O(E.M.T.-MAURICIO LEGENDRE)";442040.548300665;4480860.929286;-3.6837756021997;40.4764115370972
"URB";5;4613;"33030";"(TACTICO)MANUEL CALDEIRO O-E (P:CASTELLANA - M. LEGENDRE)";441972.852296478;4480856.31919317;-3.68457376871952;40.476365280186
"URB";5;4614;"33031";"MAURICIO LEGENDRE N-S(MANUEL CALDEIRO-PADRE PALAU Y QUER)";441973.32348939;4480724.79270198;-3.68455617622615;40.475180467823
"URB";5;4615;"33032";"PADRE PALAU Y QUER E-O(AGUSTMN DE FOXA-MAURICIO LEGENDRE)";442009.504606359;4480558.08487662;-3.68411412447116;40.4736812210951
"URB";5;4616;"33033";"MAURICIO LEGENDRE N-S (PADRE PALAU Y QUER - J.VASCSNCELOS)";441874.801673087;4480469.23608802;-3.68569496569954;40.4728714181166
"URB";5;4617;"33034";"PADRE PALAU Y QUER O-E (P:CASTELLANA - MAURICIO LEGENDRE)";441827.79410236;4480594.04854623;-3.68626091678775;40.4739924896871
"URB";5;4618;"33035";"MAURICIO LEGENDRE N-S(JOSI VASCSNCELOS-AGUSTMN DE FOXA)";441779.356990992;4480093.4222828;-3.68678634479909;40.4694792452679
"URB";5;4619;"33036";"ENRIQUE LARRETA S-N(MATEO INURRIA-AGUSTMN DE FOXA)";441807.89385588;4479894.10894449;-3.68643145768592;40.4676857459553
"URB";5;4620;"33037";"AGUSTMN DE FOXA S-N(MATEO INURRIA-ENRIQUE LARRETA)";441703.272029818;4479903.25372203;-3.68766632800167;40.4677607907346
"URB";5;4621;"33038";"AGUSTMN DE FOXA N-S(PADRE PALAU Y QUER-J. VASCSNCELOS)";441970.306512113;4480289.51093619;-3.68455194292904;40.4712590562777
"URB";5;4622;"33039";"JOSI VASCSNCELOS E-O(MANUEL FERRERO-AGUSTMN DE FOXA)";441987.150281304;4480165.86777243;-3.68434195037355;40.4701464028238
"URB";5;3591;"33040";"AGUSTMN DE FOXA S-N(ENRIQUE LARRETA-JOSI VASCSNCELOS)";441861.932969173;4480127.10893132;-3.68581540976542;40.4697884922993
"URB";5;3592;"33041";"AGUSTMN DE FOXA N-S(JOSI VASCSNCELOS-MAURICIO LEGENDRE)";441856.875903256;4480133.32830483;-3.68587563050334;40.4698441650879
"URB";8;10033;"33042";"(TACTICO) JULIO PALACIOS N-S (ARZOBISPO MORCILLO-PEDRO RICO)";441184.271547952;4481458.88290372;-3.69393227665015;40.4817379369335
"URB";8;7142;"33401";"(TACTICO) MONFORTE DE LEMOS E-O GIRO";440975.923675936;4481223.65753637;-3.69636838177049;40.4796041517934
"URB";8;7141;"33402";"(TACTICO) PUENTECESURES S-N";440948.571856491;4481193.46104141;-3.69668824484839;40.4793301854674
"URB";5;4623;"34001";"LSPEZ DE HOYOS O-E(PADRE JESZS ORDOQEZ-QUINTILIANO)";442509.84560819;4477004.66462491;-3.67789017173729;40.4417051748439
"URB";5;3739;"34002";"(AFOROS) LSPEZ DE HOYOS,86 O-E(QUINTILIANO-CARTAGENA)";442591.468265947;4477054.02472953;-3.6769322495263;40.4421554739546
"URB";5;3740;"34003";"(AFOROS) LSPEZ DE HOYOS E-O(CARTAGENA-JOSEP PLA)";442651.367594469;4477106.0424607;-3.67623068963605;40.4426282083415
"URB";5;4624;"34004";"CARTAGENA, 130 S-N(CANILLAS-LSPEZ DE HOYOS)";442753.374825819;4476984.13867081;-3.6750169579359;40.4415370692389
"URB";5;3741;"34005";"LOPEZ DE HOYOS O-E(CARTAGENA-JUAN B. TOLEDO)";442737.561360127;4477183.24064455;-3.67522135516729;40.4433295875397
"URB";5;4625;"34006";"LOPEZ DE HOYOS E-O(JUAN B. TOLEDO-CARTAGENA)";442723.18085402;4477174.10221904;-3.67539009059884;40.4432462736602
"URB";5;4626;"34007";"(TACTICO) GIRO IZQUIERDA EUGENIO SALAZAR";442889.700892275;4477326.11273041;-3.67344033467796;40.4446271128128
"URB";5;3474;"34008";"LSPEZ DE HOYOS E-O(MARCENADO-EUGENIO SALAZAR)";442941.250806452;4477371.64892006;-3.672836592246;40.4450408643561
"URB";5;4627;"34009";"LSPEZ DE HOYOS, 133 O-E(MARCENADO-RAMOS CARRISN)";443155.574658931;4477543.65059672;-3.67032484395826;40.4466050210097
"URB";5;4628;"34010";"LSPEZ DE HOYOS, 125 E-O(RAMOS CARRISN-MARCENADO)";443109.020150994;4477507.76517928;-3.67087057728216;40.4462785631754
"URB";5;4629;"34011";"LSPEZ DE HOYOS, 188 O-E(CLARA DEL REY-PANTOJA)";443238.326228927;4477620.58671676;-3.66935595414083;40.4473037533087
"URB";5;4630;"34012";"LSPEZ DE HOYOS, 149 E-O(RAMOS CARRISN-CLARA DEL REY)";443293.323877996;4477683.16203971;-3.66871302936971;40.4478712157494
"URB";5;4631;"34013";"LSPEZ DE HOYOS, 202 O-E(CLARA DEL REY-CORAZSN DE MARIA)";443372.866451054;4477739.52821535;-3.66778011055362;40.448384411949
"URB";5;4632;"34014";"LSPEZ DE HOYOS E-O(ALFONSO XIII-CLARA DEL REY)";443420.158732174;4477777.57293559;-3.66722583782576;40.4487303576025
"URB";5;4633;"34015";"(AFOROS) ALFONSO XIII, 18 S-N(LSPEZ DE HOYOS-PRADILLO)";443519.432647072;4477761.84396895;-3.66605381228616;40.4485954142801
"URB";5;4634;"34016";"CORAZSN DE MARIA S-N(CARDENAL SILICEO-AV.CAMILO JOSI CELA)";443299.008546398;4477065.31630498;-3.66859084395024;40.4423057444188
"URB";5;4635;"34017";"AV.CAMILO JOSI CELA S-N(AV. AMERCIA-CORAZSN DE MARIA)";443446.429448574;4477065.48004751;-3.66685265393318;40.4423172595487
"URB";5;4636;"34018";"CANILLAS O-E(ACCESO NII-CORAZSN DE MARIA)";443521.660809184;4477145.71527265;-3.66597275198828;40.4430451722562
"URB";5;4637;"34019";"CORAZSN DE MARIA N-S(SANTA HORTENSIA-CANILLAS)";443404.147967146;4477253.73177807;-3.66736795678912;40.4440102480855
"URB";5;3398;"34020";"CORAZSN DE MARIA S-N(SANTA HORTENSIA-SANTA RITA)";443424.463526347;4477292.41242933;-3.66713185994914;40.44436008528
"URB";5;3399;"34021";"CORAZSN DE MARIA, 33 N-S(SANTA RITA-SANTA HORTENSIA)";443427.116625111;4477356.96149709;-3.66710632591114;40.444941755872
"URB";5;3400;"34022";"CLARA DEL REY, 23 N-S(SANTA RITA-SANTA HORTENSIA)";443327.509807305;4477411.21850916;-3.66828565276978;40.4454237460533
"URB";5;4638;"34023";"CORAZSN DE MARIA S-N(SANTA RITA-RAMOS CARRISN)";443453.740157357;4477436.60093261;-3.66679949178206;40.44566099861
"URB";5;9968;"34024";"LOPEZ DE HOYOS O-E (EUGENIO SALAZAR-MARCENADO)";442917.412256555;4477347.65112297;-3.67311552133679;40.4448230441729
"URB";5;4639;"34025";"CORAZSN DE MARIA S-N(RAMOS CARRISN-LUIS SALAZAR)";443478.367692821;4477547.15453215;-3.6665189380389;40.4466585948819
"URB";5;10040;"34026";"CORAZSN DE MARIA N-S(LUIS SALAZAR-RAMOS CARRISN)";443479.775211051;4477605.68670173;-3.66650755007795;40.4471859772844
"URB";5;10039;"34027";"CLARA DEL REY N-S (LUIS SALAZAR -RAMOS CARRISN)";443373.140520225;4477615.81850103;-3.66776584848567;40.4472699928386
"URB";5;4640;"34028";"RAMOS CARRISN E-O (CORAZSN DE MARIA -CLARA DEL REY)";443422.144740188;4477519.06769312;-3.6671793902693;40.4464017503854
"URB";5;4641;"34029";"PRADILLO 66 O-E (SATURNINO CALLEJA-GUSTAVO FDEZ. BALBUENA)";443280.179584136;4477898.79390493;-3.66888728219229;40.4498128358448
"URB";5;4642;"34030";"ALFONSO XIII, 35 N-S(RAMSN Y CAJAL-LUIS LARRAINZA)";443391.290633608;4478108.22432801;-3.66759572292809;40.4517070610423
"URB";5;4643;"34031";"(AFOROS) ALFONSO XIII S-N(LSPEZ DE HOYOS-PRADILLO)";443428.29267907;4477932.64213273;-3.66714373730082;40.4501278503568
"URB";5;3689;"34032";"SANTA HORTENSIA O-E(CLARA DEL REY-CORAZON DE MARIA)";443383.099158953;4477282.11676374;-3.66761867448004;40.4442645210507
"URB";5;3690;"34033";"PRADILLO, 59 E-O(PANTOJA-NUREMBERG)";442956.445725928;4477798.33267744;-3.67269574807845;40.4488856803171
"URB";5;4644;"34034";"PRADILLO, 20 O-E(PL.CATALUQA-MARCENADO)";442769.784133006;4477775.41231781;-3.67489477627585;40.4486663729245
